loan_id,loan_amnt,emp_title,emp_length,home_ownership,annual_inc
1840942,3000,13,4.0,2,34320.0
1820513,12000,15,10.0,1,70000.0
1831395,3500,15,10.0,2,53000.0
1841484,3500,3,1.0,3,29500.0
1911337,15000,19,10.0,1,95000.0
1831488,34000,11,6.0,1,40290.4
1830568,6700,14,3.0,2,45100.0
1810681,2000,4,10.0,3,30000.0
1910948,20000,20,10.0,3,49000.0
1821416,5500,3,10.0,1,64000.0
1840151,16000,17,10.0,1,140000.0
1811429,10000,11,10.0,2,35000.0
1820921,20000,7,1.0,2,75000.0
1841362,30000,19,7.0,1,65000.0
1811005,35000,1,2.0,3,140000.0
1820236,28000,9,1.0,2,46558.0
1841490,40000,1,6.0,1,95000.0
1910623,6000,19,4.0,3,70000.0
1830612,14500,14,1.0,1,75000.0
1810878,7500,19,10.0,2,96000.0
1910416,20000,19,0.0,2,48000.0
1810955,4000,1,10.0,1,43000.0
1810195,20000,19,4.0,1,45000.0
1820797,12000,18,6.0,2,65000.0
1840739,6000,10,10.0,3,60000.0
1820526,11000,5,2.0,1,80000.0
1910295,6000,19,6.0,3,50000.0
1840167,2525,11,1.0,2,21000.0
1810207,20000,13,2.0,2,82600.0
1821470,35000,2,2.0,1,45700.0
1911185,16000,13,5.0,3,120000.0
1840031,25000,8,5.0,1,45000.0
1841486,20000,19,3.0,2,23040.0
1911254,21000,8,4.0,1,100000.0
1811061,5400,9,10.0,2,40000.0
1830089,6000,10,10.0,2,30000.0
1831289,20000,16,0.0,1,48000.0
1911312,20000,10,9.0,1,140000.0
1830358,10000,17,2.0,2,76000.0
1810572,5000,10,10.0,2,32000.0
1830282,5175,17,3.0,1,54000.0
1820997,32000,18,10.0,1,180000.0
1821429,20000,6,9.0,2,60000.0
1810072,6500,15,1.0,1,28000.0
1840392,32500,18,10.0,1,94000.0
1830246,13000,18,3.0,1,100000.0
1910169,8500,19,10.0,2,50000.0
1811326,4000,16,10.0,1,78000.0
1820753,30000,5,10.0,1,125000.0
1820672,16000,5,5.0,1,56000.0
1830562,40000,14,10.0,2,110000.0
1811440,11200,16,9.0,2,101000.0
1910175,16000,19,6.0,1,80000.0
1810805,16000,13,2.0,1,100000.0
1841158,20000,14,10.0,1,80000.0
1810549,10000,15,0.0,2,70000.0
1811096,12000,4,0.0,2,30000.0
1831121,40000,19,3.0,1,50000.0
1830057,5025,18,2.0,2,62000.0
1910319,10000,17,7.0,1,55000.0
1841321,7000,3,1.0,2,60000.0
1840686,5000,18,9.0,1,42000.0
1810396,15000,19,4.0,3,75000.0
1811086,8000,2,10.0,1,109000.0
1810414,24000,18,10.0,1,180000.0
1811276,22000,2,3.0,1,54000.0
1810951,25000,1,10.0,2,80000.0
1910445,30800,19,5.0,2,12000.0
1910014,24000,4,5.0,1,80713.0
1820764,20000,3,10.0,1,112000.0
1841280,12500,3,10.0,1,135000.0
1830624,9600,14,6.0,2,76000.0
1820483,5000,6,10.0,1,44200.0
1911113,9050,11,2.0,3,66100.0
1810814,25000,1,2.0,1,55000.0
1820211,35000,2,10.0,1,100000.0
1830637,8000,19,10.0,2,88300.0
1831187,25000,19,10.0,1,98000.0
1820373,24000,13,3.0,1,63000.0
1840984,8000,19,3.0,3,50000.0
1811129,12000,13,10.0,3,220000.0
1811191,3000,14,4.0,1,80000.0
1830705,10000,14,1.0,1,125000.0
1810738,4000,10,2.0,2,20000.0
1820781,9000,5,5.0,3,72000.0
1810584,5000,17,10.0,3,46114.0
1811311,10000,18,10.0,3,125700.0
1811064,10000,1,2.0,2,145000.0
1820666,25000,6,4.0,3,44000.0
1821128,24000,7,2.0,2,80000.0
1840393,8400,18,1.0,1,50000.0
1810043,3000,2,10.0,1,60000.0
1811003,15000,1,1.0,3,160000.0
1820276,3500,19,2.0,2,56000.0
1820900,4400,7,4.0,2,75000.0
1831341,30000,4,5.0,1,85000.0
1840362,9600,19,10.0,1,95000.0
1840237,5000,11,10.0,1,53580.0
1830893,12000,5,10.0,1,22000.0
1830952,40000,6,10.0,1,155000.0
1820145,16000,9,4.0,2,48000.0
1831010,30000,18,1.0,1,110000.0
1841165,6000,18,6.0,2,30000.0
1820239,16000,9,0.0,3,125000.0
1810877,13000,1,10.0,1,66000.0
1841135,12000,3,10.0,1,85000.0
1821407,25000,2,2.0,3,70000.0
1820324,20000,3,10.0,2,65000.0
1830786,35000,13,10.0,3,85000.0
1830589,20000,14,3.0,1,165000.0
1830427,35000,13,2.0,3,340000.0
1911314,20500,13,3.0,3,120000.0
1831256,10000,10,5.0,2,45000.0
1811160,24575,4,5.0,1,48000.0
1810527,18000,10,10.0,1,150000.0
1831320,10500,2,2.0,2,65000.0
1910293,25000,19,1.0,2,36400.0
1830122,12000,4,3.0,2,36500.0
1840885,8000,4,10.0,1,120000.0
1840864,16000,13,10.0,1,65000.0
1911277,25000,17,3.0,1,106000.0
1830460,15000,14,3.0,1,80000.0
1821174,6500,7,2.0,2,32000.0
1810891,20000,1,10.0,1,135000.0
1911009,10000,20,0.0,1,120000.0
1810772,35000,1,5.0,2,80000.0
1820370,25000,9,3.0,2,40000.0
1840994,10000,17,2.0,1,65000.0
1831045,1000,2,4.0,2,30000.0
1831388,16000,15,10.0,2,84000.0
1911156,32350,16,10.0,1,78000.0
1910350,25000,19,3.0,2,75000.0
1840834,18000,13,2.0,1,124000.0
1811186,25000,18,10.0,2,79000.0
1840853,14000,15,10.0,1,120000.0
1820643,7500,6,3.0,1,37000.0
1910782,12000,19,0.0,2,52000.0
1830135,35000,17,0.0,1,80000.0
1831314,16000,15,4.0,3,75000.0
1830590,32000,18,3.0,1,152000.0
1811381,14400,10,10.0,1,138000.0
1911453,40000,8,10.0,1,85000.0
1830995,40000,8,2.0,2,65000.0
1910969,40000,20,10.0,1,175000.0
1811323,16000,6,10.0,1,80000.0
1810398,24000,3,10.0,1,54000.0
1830602,14000,16,10.0,1,75000.0
1820485,10500,5,10.0,1,63000.0
1810735,8000,10,4.0,2,50000.0
1820610,10000,15,6.0,1,100000.0
1911333,9500,8,10.0,2,40000.0
1830874,13400,13,2.0,1,160360.0
1810519,24025,10,10.0,2,35000.0
1830091,10000,17,2.0,3,30000.0
1911503,7275,8,0.0,2,50000.0
1841246,20000,13,10.0,1,70000.0
1831102,10000,13,1.0,2,32000.0
1911180,8400,11,4.0,1,125000.0
1820439,1200,16,3.0,2,30000.0
1840908,9000,6,10.0,2,105000.0
1830754,8000,14,4.0,1,135000.0
1840926,33000,13,1.0,2,81300.0
1831324,5000,13,0.0,2,24000.0
1820691,2500,13,4.0,2,85000.0
1810558,10000,10,6.0,2,43420.0
1820711,35000,13,0.0,2,75000.0
1811215,30000,16,10.0,3,110000.0
1831331,11000,15,7.0,1,75000.0
1910687,10000,19,1.0,2,48000.0
1820438,3500,2,4.0,1,45000.0
1810623,8000,1,10.0,3,41000.0
1830342,25000,17,10.0,2,65000.0
1810919,5500,1,4.0,1,37000.0
1821372,30000,2,10.0,3,50000.0
1810764,16000,1,10.0,1,60000.0
1830161,16000,15,3.0,1,141559.0
1840882,4800,19,10.0,1,49000.0
1911061,20400,19,10.0,1,86000.0
1830341,20000,19,3.0,2,42000.0
1840635,12000,18,4.0,2,38000.0
1840833,10000,1,10.0,3,50000.0
1841530,14000,19,1.0,2,6200000.0
1820894,12000,7,1.0,1,40000.0
1821018,16000,19,10.0,2,20000.0
1811307,17000,16,1.0,1,48500.0
1911313,30000,8,1.0,2,130000.0
1840580,40000,18,2.0,1,47000.0
1810066,7000,14,8.0,1,57000.0
1820175,21000,9,10.0,1,73000.0
1830664,10000,14,0.0,1,165000.0
1820368,15000,9,10.0,1,55000.0
1840303,35000,11,10.0,1,325000.0
1820241,4000,9,3.0,2,70000.0
1830371,35000,1,10.0,1,61000.0
1820421,6400,3,2.0,1,150000.0
1911370,13000,8,10.0,3,35000.0
1841173,20000,7,10.0,1,160000.0
1821435,25000,2,2.0,2,149696.0
1840615,10000,19,1.0,2,86261.0
1810597,7000,10,2.0,2,26000.0
1810405,4000,19,4.0,2,31000.0
1910528,40000,19,5.0,1,86000.0
1810625,17000,13,10.0,1,100000.0
1810639,14000,6,10.0,1,118000.0
1840291,15000,19,10.0,1,165000.0
1841454,7000,3,10.0,2,60000.0
1821415,16000,2,2.0,1,40000.0
1820287,2250,13,5.0,2,37440.0
1911410,11000,8,0.0,2,120000.0
1811251,3200,19,5.0,1,65000.0
1821015,40000,13,1.0,1,105000.0
1830749,16000,14,6.0,2,50000.0
1821263,12000,19,5.0,1,85000.0
1820207,10000,19,10.0,1,74000.0
1911432,40000,13,10.0,1,160000.0
1831107,25000,13,4.0,2,90000.0
1811027,10000,19,10.0,1,68000.0
1830126,28000,17,10.0,1,120000.0
1910402,6000,19,1.0,1,18000.0
1810653,40000,10,10.0,1,231910.0
1911108,25000,20,5.0,1,95000.0
1840583,25000,19,10.0,2,86000.0
1911212,5000,8,4.0,2,42000.0
1910157,20000,19,10.0,1,45500.0
1821394,12000,2,10.0,1,64000.0
1910351,25000,19,10.0,3,55000.0
1910128,30000,19,10.0,1,115000.0
1840904,30000,4,7.0,2,60000.0
1821461,24000,2,3.0,1,80000.0
1840366,25000,19,10.0,1,55758.0
1821408,2500,2,6.0,3,34000.0
1910264,6000,10,10.0,1,103000.0
1811281,12000,10,10.0,2,60000.0
1910158,15000,20,3.0,2,150000.0
1820944,19000,7,1.0,2,50000.0
1841520,40000,19,4.0,1,144000.0
1810316,9600,18,6.0,1,70000.0
1840610,10000,4,1.0,2,20000.0
1840943,14000,4,2.0,2,250000.0
1821134,14000,7,10.0,1,70000.0
1810539,12000,6,1.0,2,40000.0
1910582,22000,13,10.0,1,58000.0
1810480,10000,10,10.0,3,80000.0
1910855,25000,14,10.0,2,175000.0
1810259,40000,19,10.0,2,275000.0
1820869,5000,3,3.0,1,35000.0
1821193,8000,7,2.0,2,55125.0
1810346,33400,10,10.0,1,72000.0
1820796,3500,13,2.0,2,48000.0
1810994,40000,1,2.0,1,63500.0
1820895,20000,13,10.0,1,90000.0
1810340,12000,16,0.0,2,85000.0
1810354,15000,10,5.0,1,40000.0
1840708,9500,6,5.0,2,75000.0
1910499,25000,19,5.0,1,90000.0
1910074,24000,7,10.0,1,130000.0
1810046,21000,19,10.0,3,85000.0
1910532,40000,13,10.0,1,220000.0
1910909,16000,4,4.0,1,180542.2
1840409,8400,18,10.0,1,130000.0
1811426,22000,3,3.0,1,86000.0
1831377,8000,15,10.0,1,70000.0
1820372,20000,18,10.0,2,85000.0
1840601,5000,18,5.0,1,45000.0
1841292,15000,3,7.0,2,34000.0
1810235,35500,9,2.0,2,111000.0
1821264,10000,2,4.0,2,95000.0
1840866,25000,16,10.0,2,60000.0
1831430,10000,15,10.0,2,62000.0
1811171,15000,9,2.0,2,120000.0
1810047,6000,19,5.0,2,42000.0
1820093,14000,9,10.0,3,110000.0
1830858,40000,13,0.0,1,122000.0
1911461,36000,13,10.0,1,85000.0
1830186,5000,17,1.0,2,33800.0
1840514,15000,1,2.0,2,48384.0
1910824,20400,20,3.0,2,150000.0
1910102,5000,8,0.0,2,42000.0
1810151,12000,10,1.0,2,100000.0
1831438,1800,1,1.0,1,65000.0
1811119,20000,1,10.0,1,145000.0
1820899,23000,5,6.0,3,26616.0
1830890,4000,19,10.0,1,83000.0
1831209,35000,4,3.0,1,110000.0
1830153,31200,17,9.0,1,79800.0
1810671,40000,19,7.0,1,120000.0
1810101,10000,10,10.0,1,65000.0
1811175,9600,16,1.0,1,55000.0
1841257,20000,14,10.0,1,55000.0
1840326,36950,18,1.0,2,284000.0
1820277,15000,9,0.0,1,186000.0
1831267,9000,17,6.0,1,45000.0
1821059,10000,7,1.0,2,70000.0
1810064,35000,13,9.0,1,450000.0
1910778,32000,20,10.0,1,93200.0
1841400,15000,6,1.0,3,35000.0
1841225,20000,3,10.0,1,68000.0
1821326,8525,13,4.0,2,36465.0
1911424,16000,8,5.0,1,82000.0
1830252,26400,18,4.0,1,120000.0
1910829,15000,20,1.0,1,110000.0
1810493,6000,10,6.0,2,48000.0
1811464,40000,16,10.0,2,292000.0
1820176,10000,9,10.0,2,60000.0
1841460,10000,3,9.0,2,40000.0
1810487,25000,18,10.0,2,42000.0
1840848,15000,4,5.0,3,28760.0
1910757,20000,20,10.0,3,58000.0
1820381,25000,13,10.0,1,240000.0
1910858,13600,20,7.0,2,155000.0
1820587,33000,5,2.0,2,55000.0
1810454,5300,10,2.0,2,96200.0
1910287,10800,19,10.0,2,61000.0
1820232,12000,9,5.0,2,54000.0
1830249,15000,13,3.0,1,40000.0
1810896,2200,18,5.0,3,52400.0
1811337,20400,13,10.0,3,85000.0
1831162,10000,11,1.0,1,99000.0
1841406,14000,18,3.0,1,67000.0
1910520,24000,15,8.0,2,82400.0
1831497,16000,13,10.0,1,66700.0
1910390,17400,19,6.0,1,128290.0
1911126,10000,7,1.0,2,27000.0
1821379,30000,11,10.0,1,104000.0
1911115,15000,8,0.0,3,58000.0
1840053,25000,11,3.0,1,65000.0
1820409,2500,9,10.0,3,30000.0
1911250,27000,19,10.0,1,89500.0
1820968,7000,13,1.0,2,70000.0
1830400,11000,11,4.0,1,90000.0
1821313,22000,2,3.0,2,115000.0
1820061,11200,5,2.0,2,31000.0
1910384,18000,19,10.0,3,40000.0
1810459,8400,10,7.0,2,44713.77
1910866,25000,11,0.0,1,65000.0
1910878,12000,20,1.0,2,70000.0
1830301,6600,17,0.0,2,67000.0
1830017,11000,2,9.0,3,45000.0
1830713,4825,14,1.0,3,29491.2
1910073,25000,19,10.0,2,70000.0
1820911,15000,7,9.0,3,42000.0
1911023,20000,4,10.0,2,70000.0
1840065,18000,16,10.0,1,32000.0
1911443,35000,8,6.0,1,64000.0
1830895,5000,17,5.0,2,26000.0
1840465,9500,18,1.0,3,26880.0
1810329,35000,19,10.0,1,75000.0
1841167,15000,18,5.0,1,87000.0
1820378,16000,9,5.0,2,124002.0
1841013,5000,13,6.0,2,75000.0
1830484,14000,2,5.0,1,100000.0
1821249,38400,2,2.0,1,100000.0
1910506,11000,18,1.0,2,30000.0
1840348,19000,13,9.0,1,77405.0
1820274,16000,7,4.0,1,40000.0
1830222,5000,19,10.0,1,50000.0
1840646,20000,18,6.0,1,100000.0
1810554,16000,18,2.0,3,25000.0
1841066,10000,4,10.0,2,75000.0
1821093,20000,18,10.0,1,57600.0
1810208,10000,19,4.0,2,27400.0
1810960,22500,13,10.0,1,50000.0
1820337,25000,16,10.0,1,48500.0
1910693,12000,6,10.0,1,53200.0
1910328,9000,19,8.0,2,35000.0
1911273,8400,9,1.0,2,35000.0
1910828,13000,20,6.0,1,67984.0
1830367,2500,17,2.0,2,62000.0
1811000,8000,1,10.0,2,202000.0
1910645,26000,18,10.0,2,80000.0
1830107,20000,17,10.0,1,120000.0
1910629,5000,18,4.0,1,56000.0
1841287,10000,3,4.0,1,90000.0
1811388,20800,16,10.0,2,95000.0
1841073,10450,14,10.0,1,46000.0
1831043,40000,13,5.0,2,133000.0
1910196,15000,3,1.0,2,30000.0
1840590,12000,18,2.0,2,300000.0
1831023,35000,19,10.0,1,50000.0
1911332,31025,4,10.0,1,196000.0
1820116,35000,13,5.0,2,110000.0
1910919,36000,19,10.0,2,100000.0
1821039,10400,8,10.0,1,104000.0
1840617,18000,18,0.0,2,78000.0
1830913,2500,13,10.0,1,87000.0
1911187,7000,8,5.0,2,80000.0
1811465,25000,16,10.0,1,250.0
1830569,5000,10,5.0,2,65000.0
1830658,24000,14,10.0,3,150000.0
1820223,4800,10,10.0,2,40000.0
1840771,15000,10,7.0,2,71000.0
1840249,15000,11,3.0,2,60000.0
1911050,20000,20,1.0,1,217000.0
1830871,14000,13,3.0,3,35172.0
1811146,12000,18,1.0,2,75000.0
1841243,30000,18,7.0,2,47000.0
1820508,20000,5,2.0,1,78000.0
1810132,11000,10,10.0,2,65000.0
1830355,7000,17,0.0,2,24000.0
1820979,25000,4,3.0,2,165500.0
1821369,17575,18,0.0,1,30000.0
1820719,10000,13,10.0,2,99000.0
1831138,8000,18,9.0,2,80000.0
1910279,10000,13,2.0,2,96500.0
1821207,25000,18,10.0,3,130000.0
1831286,15000,15,4.0,2,71902.0
1830253,20000,13,10.0,1,87000.0
1910813,6000,20,10.0,1,60000.0
1840518,6000,18,2.0,2,43000.0
1910972,14400,20,10.0,2,80000.0
1810846,6025,10,6.0,2,78800.0
1830256,6000,15,10.0,1,103000.0
1820678,15000,5,4.0,3,50000.0
1810470,2700,18,4.0,1,25000.0
1820875,8750,13,1.0,2,96500.0
1830005,5000,18,10.0,1,82839.0
1910382,24000,15,3.0,1,24000.0
1831030,18000,18,3.0,2,70000.0
1830180,10000,17,4.0,1,78500.0
1821099,14000,18,5.0,2,65000.0
1831255,20125,16,5.0,2,41000.0
1810842,32650,7,9.0,2,110000.0
1840793,10000,6,5.0,2,41766.0
1841264,24000,13,4.0,1,95000.0
1811036,30000,1,3.0,2,60632.0
1841080,25000,4,10.0,1,100000.0
1820853,5000,7,10.0,1,165000.0
1910017,4000,19,5.0,1,50000.0
1840066,35000,11,7.0,1,211646.0
1910230,34800,18,4.0,2,100000.0
1811272,15000,16,2.0,1,76000.0
1831029,25000,13,10.0,1,70000.0
1810521,8600,10,3.0,2,32000.0
1910036,11000,9,3.0,1,48000.0
1840020,30000,11,10.0,3,62000.0
1820746,33000,8,0.0,1,62000.0
1821281,20000,9,10.0,1,32000.0
1820723,13000,7,0.0,3,145000.0
1810689,4800,10,10.0,1,86138.0
1841495,5000,10,2.0,2,50000.0
1830625,2400,16,8.0,2,90000.0
1820804,19600,5,0.0,1,52000.0
1820127,30000,9,10.0,2,74880.0
1820679,25000,5,4.0,3,40000.0
1810627,6500,10,5.0,2,30000.0
1820139,6550,2,5.0,2,30000.0
1830722,30000,6,5.0,1,150000.0
1820846,34025,7,10.0,1,96000.0
1820947,20000,13,6.0,2,55000.0
1840004,2500,18,10.0,2,55000.0
1830295,10000,17,4.0,1,88000.0
1810297,30000,10,8.0,2,60000.0
1831175,15000,16,3.0,2,78500.0
1830866,18000,13,3.0,1,152000.0
1810893,4000,4,2.0,2,10000.0
1831335,40000,15,3.0,1,140000.0
1811318,15000,16,10.0,1,110000.0
1821204,19000,7,4.0,1,109000.0
1840541,20000,18,10.0,1,88000.0
1810609,32000,16,10.0,1,95000.0
1811418,25000,18,10.0,3,95000.0
1810404,12000,13,10.0,3,60000.0
1840193,25000,7,2.0,3,78000.0
1821262,35000,2,10.0,1,135000.0
1841498,10500,3,4.0,1,30000.0
1840371,11000,3,5.0,2,60000.0
1811062,6000,10,10.0,1,16000.0
1840107,35000,11,8.0,1,360000.0
1811150,5000,2,10.0,1,80000.0
1831263,10000,13,1.0,3,55000.0
1831423,16000,15,5.0,1,68000.0
1840382,4000,10,1.0,2,73000.0
1810442,15000,10,10.0,3,35000.0
1810086,12000,18,3.0,2,43000.0
1821282,40000,2,1.0,1,192547.0
1830908,6000,1,10.0,1,64480.0
1820619,20000,5,10.0,1,135000.0
1821361,10000,11,8.0,2,30000.0
1840677,10000,18,5.0,1,90000.0
1840307,10000,10,10.0,2,95000.0
1820902,5000,7,4.0,2,62000.0
1910284,32500,3,10.0,1,65000.0
1840183,8000,18,1.0,2,49400.0
1911171,15000,3,1.0,1,116000.0
1820048,34700,11,10.0,1,70400.0
1840948,32000,4,5.0,1,210000.0
1841136,15000,18,0.0,2,100000.0
1910055,32000,14,10.0,1,69000.0
1830700,10000,14,10.0,1,160000.0
1911349,17000,8,10.0,1,120000.0
1910428,22000,14,10.0,1,56900.0
1910277,15000,13,3.0,2,220000.0
1840757,40000,2,10.0,2,85000.0
1841344,9000,3,10.0,2,75000.0
1830585,7000,14,2.0,1,79000.0
1841111,10000,15,3.0,1,80000.0
1820055,24000,9,8.0,2,62000.0
1840295,3000,6,10.0,1,100000.0
1831474,12000,15,2.0,1,50000.0
1911310,2400,8,2.0,2,32352.0
1820330,6000,15,9.0,1,15600.0
1840537,40000,13,1.0,3,93000.0
1810874,8700,1,1.0,2,42250.0
1810042,7000,10,3.0,1,145000.0
1810214,4800,10,10.0,2,56000.0
1831080,10000,13,10.0,3,51000.0
1820975,7000,11,2.0,2,22000.0
1911218,35000,8,10.0,1,82000.0
1841190,14400,3,10.0,1,146000.0
1810632,24000,10,10.0,2,57000.0
1830036,30000,17,0.0,2,56160.0
1831417,20000,13,0.0,3,185000.0
1830704,20000,14,10.0,1,80000.0
1821103,2000,7,8.0,3,38429.0
1830571,30000,10,3.0,2,90000.0
1910930,9600,20,2.0,2,40000.0
1820735,25000,13,8.0,1,1.0
1831144,20000,15,10.0,3,250000.0
1830526,5000,14,8.0,3,57000.0
1820317,8500,19,10.0,1,135000.0
1910704,40000,14,2.0,1,143000.0
1911426,21000,18,8.0,3,85000.0
1841254,13200,4,4.0,2,90000.0
1911496,2500,8,5.0,2,29000.0
1811077,16000,13,7.0,2,111000.0
1911342,25000,8,10.0,1,230000.0
1910127,15000,19,8.0,1,48576.0
1821438,6500,2,3.0,2,72000.0
1820697,16000,3,2.0,2,32000.0
1811448,27000,16,6.0,1,150000.0
1810034,30000,2,4.0,1,225000.0
1830347,1000,4,1.0,2,25000.0
1820180,25000,6,10.0,2,55000.0
1831157,16000,15,10.0,1,63000.0
1841391,11000,3,10.0,1,55000.0
1820059,21000,9,5.0,2,55000.0
1811047,10000,19,6.0,1,176500.0
1841399,35000,3,10.0,3,150000.0
1810575,10000,10,5.0,1,45000.0
1840047,16500,14,5.0,1,37000.0
1841313,10000,3,3.0,2,36900.0
1841389,24000,19,10.0,3,75000.0
1910839,13725,13,1.0,1,52000.0
1821116,30000,7,10.0,1,180000.0
1830344,2000,17,3.0,2,40000.0
1810112,10000,10,2.0,3,42000.0
1820310,8000,7,4.0,2,66000.0
1840147,16000,16,10.0,2,200000.0
1830191,3000,13,10.0,1,91000.0
1830651,15000,14,10.0,2,55000.0
1840844,14000,4,3.0,2,78000.0
1910451,25000,19,5.0,1,102000.0
1820792,8000,2,2.0,2,80340.0
1910180,1100,14,10.0,2,19000.0
1820984,6500,7,8.0,3,40000.0
1821082,10000,6,4.0,2,52000.0
1910677,40000,19,10.0,1,87505.0
1811299,15000,18,7.0,1,65000.0
1830060,20000,17,10.0,2,69000.0
1831486,9600,11,10.0,2,50000.0
1840355,14400,18,0.0,2,70000.0
1821502,30000,14,10.0,2,75000.0
1831163,20000,13,10.0,2,54412.0
1810905,5500,1,3.0,2,34000.0
