loan_id,loan_amnt,term,emp_title,emp_length,home_ownership,annual_inc,inc_verification_status,issue_date,purpose,zip_code,addr_state,application_type
1810101,10000,36 months,Supervisor,10,MORTGAGE,65000,Source Verified,Mar-18,debt_consolidation,142xx,NY,Individual
1810102,20000,60 months,Supervisor,3,RENT,33500,Not Verified,Mar-18,house,604xx,IL,Individual
1810103,12000,60 months,Supervisor,10,MORTGAGE,110000,Not Verified,Mar-18,debt_consolidation,921xx,CA,Individual
1810104,10000,36 months,IT Manager,10,MORTGAGE,90000,Not Verified,Mar-18,credit_card,373xx,TN,Individual
1810105,30000,60 months,Supervisor,4,RENT,51500,Source Verified,Mar-18,home_improvement,323xx,FL,Individual
1810106,10000,36 months,Supervisor,10,OWN,60000,Not Verified,Mar-18,credit_card,446xx,OH,Individual
1810107,10000,60 months,Engineer,10,RENT,47000,Verified,Mar-18,credit_card,532xx,WI,Individual
1810108,20000,60 months,Supervisor,4,OWN,94796,Source Verified,Mar-18,house,843xx,UT,Individual
1810109,18000,60 months,Supervisor,10,MORTGAGE,50000,Not Verified,Mar-18,car,325xx,FL,Individual
1810110,16000,36 months,Supervisor,10,MORTGAGE,135000,Not Verified,Mar-18,credit_card,554xx,MN,Individual
1810111,32000,60 months,Supervisor,10,MORTGAGE,125000,Not Verified,Mar-18,debt_consolidation,606xx,IL,Joint App
1810112,10000,60 months,Supervisor,2,OWN,42000,Not Verified,Mar-18,debt_consolidation,328xx,FL,Individual
1810113,12000,60 months,Supervisor,10,MORTGAGE,54411,Not Verified,Mar-18,car,065xx,CT,Individual
1810114,25000,60 months,Nurse,10,RENT,78000,Not Verified,Mar-18,debt_consolidation,201xx,VA,Individual
1810115,12000,36 months,Police officer,5,MORTGAGE,110000,Verified,Mar-18,debt_consolidation,935xx,CA,Individual
1810116,20000,36 months,Chef,3,RENT,48000,Source Verified,Mar-18,debt_consolidation,920xx,CA,Individual
1810117,25000,60 months,Supervisor,3,MORTGAGE,35000,Verified,Mar-18,debt_consolidation,640xx,MO,Joint App
1810118,23000,60 months,Security Officer,4,RENT,68000,Source Verified,Mar-18,debt_consolidation,877xx,NM,Individual
1810119,10000,60 months,Security Officer,4,RENT,42000,Source Verified,Mar-18,major_purchase,341xx,FL,Individual
1810120,1000,36 months,Security Officer,10,MORTGAGE,44000,Not Verified,Mar-18,medical,786xx,TX,Individual
1810121,30000,60 months,Supervisor,10,MORTGAGE,151000,Source Verified,Mar-18,credit_card,605xx,IL,Individual
1810123,25000,60 months,IT Manager,10,MORTGAGE,86000,Not Verified,Mar-18,debt_consolidation,078xx,NJ,Individual
1810124,18000,36 months,Sales Manager,0,RENT,55000,Source Verified,Mar-18,credit_card,112xx,NY,Individual
1810126,1000,36 months,Supervisor,2,RENT,51000,Verified,Mar-18,credit_card,750xx,TX,Joint App
1810127,3200,36 months,Chef,1,RENT,42000,Source Verified,Mar-18,debt_consolidation,147xx,NY,Individual
1810128,30000,36 months,Chef,3,OWN,95000,Verified,Mar-18,house,797xx,TX,Individual
1810129,10000,36 months,Supervisor,2,RENT,85000,Not Verified,Mar-18,credit_card,606xx,IL,Individual
1810130,35000,36 months,Supervisor,3,RENT,200000,Source Verified,Mar-18,credit_card,895xx,NV,Individual
1810131,9000,36 months,Supervisor,2,MORTGAGE,79000,Not Verified,Mar-18,home_improvement,531xx,WI,Individual
1810132,11000,36 months,Supervisor,10,RENT,65000,Source Verified,Mar-18,debt_consolidation,799xx,TX,Individual
1810133,27600,36 months,Supervisor,3,MORTGAGE,120000,Not Verified,Mar-18,debt_consolidation,200xx,DC,Individual
1810134,20000,36 months,Security Officer,3,MORTGAGE,100000,Source Verified,Mar-18,debt_consolidation,762xx,TX,Individual
1810135,15000,60 months,Supervisor,6,RENT,96000,Verified,Mar-18,house,331xx,FL,Individual
1810136,3500,36 months,Supervisor,4,MORTGAGE,57000,Source Verified,Mar-18,home_improvement,953xx,CA,Individual
1810137,12000,60 months,IT Manager,3,MORTGAGE,156000,Source Verified,Mar-18,other,300xx,GA,Individual
1810138,25000,36 months,Attorney,0,MORTGAGE,80000,Verified,Mar-18,debt_consolidation,175xx,PA,Individual
1810139,20000,36 months,Supervisor,3,MORTGAGE,50000,Not Verified,Mar-18,debt_consolidation,618xx,IL,Individual
1810140,10000,36 months,Nurse,5,RENT,187000,Not Verified,Mar-18,credit_card,200xx,DC,Individual
1810141,2000,36 months,Mechanic,1,OWN,30000,Source Verified,Mar-18,debt_consolidation,550xx,MN,Individual
1810142,15000,36 months,Supervisor,10,RENT,63000,Not Verified,Mar-18,debt_consolidation,331xx,FL,Individual
1810143,3025,36 months,Supervisor,2,RENT,68000,Not Verified,Mar-18,medical,317xx,GA,Individual
1810144,7000,36 months,Supervisor,10,RENT,34000,Not Verified,Mar-18,debt_consolidation,295xx,SC,Individual
1810145,35000,60 months,Supervisor,2,MORTGAGE,152000,Source Verified,Mar-18,home_improvement,605xx,IL,Joint App
1810146,6300,36 months,Mechanic,5,RENT,81000,Not Verified,Mar-18,other,946xx,CA,Individual
1810147,2650,36 months,Supervisor,10,OWN,26000,Source Verified,Mar-18,other,774xx,TX,Individual
1810148,3600,36 months,Supervisor,2,MORTGAGE,30000,Not Verified,Mar-18,small_business,334xx,FL,Individual
1810149,5000,36 months,Supervisor,2,RENT,60000,Source Verified,Mar-18,credit_card,917xx,CA,Individual
1810150,20000,36 months,Supervisor,1,RENT,100000,Not Verified,Mar-18,credit_card,060xx,CT,Individual
1810151,12000,36 months,Supervisor,1,RENT,100000,Not Verified,Mar-18,credit_card,750xx,TX,Individual
1810152,2500,36 months,Carpenter,0,MORTGAGE,39700,Not Verified,Mar-18,other,891xx,NV,Individual
1810153,12000,60 months,Supervisor,6,RENT,100000,Not Verified,Mar-18,major_purchase,472xx,IN,Individual
1810154,9000,36 months,Supervisor,7,RENT,112000,Not Verified,Mar-18,credit_card,328xx,FL,Individual
1810155,4800,36 months,Supervisor,10,RENT,40000,Source Verified,Mar-18,other,672xx,KS,Individual
1810156,15000,36 months,Supervisor,6,RENT,177000,Source Verified,Mar-18,debt_consolidation,775xx,TX,Individual
1810157,24000,60 months,Security Officer,2,MORTGAGE,250000,Not Verified,Mar-18,home_improvement,303xx,GA,Individual
1810158,15000,60 months,Nurse,2,MORTGAGE,66000,Verified,Mar-18,other,483xx,MI,Individual
1810159,14400,36 months,Accountant,4,RENT,62400,Verified,Mar-18,car,075xx,NJ,Individual
1810160,16000,36 months,Truck Driver,4,RENT,54000,Not Verified,Mar-18,debt_consolidation,588xx,ND,Individual
1810161,27000,36 months,Truck Driver,10,MORTGAGE,140000,Not Verified,Mar-18,debt_consolidation,060xx,CT,Individual
1810162,15000,36 months,Supervisor,3,RENT,30000,Not Verified,Mar-18,debt_consolidation,852xx,AZ,Individual
1810163,12000,60 months,Teacher,10,RENT,60000,Not Verified,Mar-18,credit_card,551xx,MN,Individual
1810164,16000,36 months,Engineer,10,MORTGAGE,60000,Not Verified,Mar-18,debt_consolidation,465xx,IN,Individual
1810165,10000,36 months,Police officer,10,MORTGAGE,61000,Source Verified,Mar-18,debt_consolidation,672xx,KS,Individual
1810166,25000,60 months,Supervisor,10,MORTGAGE,89000,Not Verified,Mar-18,debt_consolidation,071xx,NJ,Individual
1810167,1000,36 months,Supervisor,3,RENT,50000,Source Verified,Mar-18,debt_consolidation,330xx,FL,Individual
1810168,23000,36 months,Supervisor,0,MORTGAGE,75000,Not Verified,Mar-18,credit_card,386xx,MS,Individual
1810170,7000,36 months,Security Officer,4,RENT,52000,Source Verified,Mar-18,debt_consolidation,235xx,VA,Individual
1810171,16000,60 months,Bartender,0,MORTGAGE,50000,Not Verified,Mar-18,debt_consolidation,370xx,TN,Joint App
1810172,5000,36 months,Sales Manager,10,RENT,30000,Source Verified,Mar-18,credit_card,958xx,CA,Individual
1810173,6000,36 months,Supervisor,10,OWN,180000,Not Verified,Mar-18,debt_consolidation,430xx,OH,Individual
1810174,5000,36 months,Supervisor,1,RENT,20000,Verified,Mar-18,moving,850xx,AZ,Individual
1810175,30000,36 months,Chef,10,MORTGAGE,92964,Source Verified,Mar-18,debt_consolidation,322xx,FL,Individual
1810176,12000,60 months,Supervisor,5,RENT,38000,Verified,Mar-18,other,539xx,WI,Individual
1810177,10000,36 months,IT Manager,6,RENT,100000,Not Verified,Mar-18,credit_card,951xx,CA,Individual
1810178,14000,36 months,Supervisor,2,RENT,31000,Not Verified,Mar-18,debt_consolidation,891xx,NV,Individual
1810179,5000,36 months,Supervisor,4,RENT,19500,Verified,Mar-18,other,184xx,PA,Joint App
1810180,7800,36 months,Nurse,8,MORTGAGE,40000,Not Verified,Mar-18,debt_consolidation,564xx,MN,Individual
1810181,6000,36 months,Supervisor,8,RENT,38000,Not Verified,Mar-18,credit_card,064xx,CT,Individual
1810182,15000,60 months,Supervisor,10,MORTGAGE,79500,Source Verified,Mar-18,debt_consolidation,206xx,MD,Individual
1810183,24000,36 months,Supervisor,0,RENT,125000,Not Verified,Mar-18,debt_consolidation,088xx,NJ,Individual
1810185,10000,36 months,Security Officer,5,RENT,15500,Source Verified,Mar-18,debt_consolidation,762xx,TX,Joint App
1810186,17000,60 months,Supervisor,3,MORTGAGE,100000,Not Verified,Mar-18,debt_consolidation,751xx,TX,Individual
1810249,1200,36 months,Accountant,2,MORTGAGE,120000,Source Verified,Mar-18,home_improvement,917xx,CA,Individual
1810250,22000,60 months,Supervisor,4,OWN,38000,Verified,Mar-18,debt_consolidation,306xx,GA,Individual
1810251,26275,60 months,Supervisor,5,MORTGAGE,500000,Verified,Mar-18,debt_consolidation,607xx,IL,Individual
1810252,24000,60 months,Supervisor,4,RENT,85000,Source Verified,Mar-18,credit_card,902xx,CA,Individual
1810253,25000,60 months,Supervisor,0,MORTGAGE,75700,Not Verified,Mar-18,debt_consolidation,456xx,OH,Individual
1810255,11000,60 months,Supervisor,10,MORTGAGE,42000,Not Verified,Mar-18,major_purchase,986xx,WA,Joint App
1810256,2500,36 months,Supervisor,4,MORTGAGE,41000,Not Verified,Mar-18,vacation,957xx,CA,Individual
1810257,30000,36 months,Accountant,10,MORTGAGE,160000,Verified,Mar-18,credit_card,334xx,FL,Individual
1810258,3500,36 months,Electrician,0,RENT,93000,Not Verified,Mar-18,debt_consolidation,103xx,NY,Individual
1810259,40000,60 months,Security Officer,10,RENT,275000,Source Verified,Mar-18,debt_consolidation,484xx,MI,Individual
1810260,12000,36 months,Clerk,10,MORTGAGE,57000,Source Verified,Mar-18,credit_card,700xx,LA,Individual
1810262,24000,60 months,Supervisor,10,MORTGAGE,50000,Verified,Mar-18,car,302xx,GA,Individual
1810263,25000,60 months,Supervisor,4,RENT,70000,Not Verified,Mar-18,debt_consolidation,480xx,MI,Individual
1810264,30700,36 months,Chef,7,RENT,600000,Source Verified,Mar-18,medical,762xx,TX,Individual
1810265,30000,60 months,Supervisor,10,MORTGAGE,97000,Verified,Mar-18,debt_consolidation,070xx,NJ,Individual
1810267,8000,36 months,Sales Manager,10,RENT,50000,Not Verified,Mar-18,credit_card,402xx,KY,Individual
1810270,8000,36 months,Supervisor,5,OWN,40000,Source Verified,Mar-18,medical,730xx,OK,Individual
1810271,20000,36 months,Supervisor,7,RENT,44000,Not Verified,Mar-18,debt_consolidation,112xx,NY,Individual
1810272,6000,36 months,Supervisor,10,MORTGAGE,84000,Not Verified,Mar-18,credit_card,925xx,CA,Individual
1810273,17000,60 months,Chef,2,RENT,100000,Source Verified,Mar-18,debt_consolidation,373xx,TN,Individual
1810274,12000,36 months,Security Officer,10,RENT,56000,Source Verified,Mar-18,credit_card,601xx,IL,Individual
1810275,21000,60 months,Supervisor,9,MORTGAGE,60000,Source Verified,Mar-18,credit_card,970xx,OR,Individual
1810276,2200,36 months,Supervisor,2,RENT,31000,Source Verified,Mar-18,other,700xx,LA,Individual
1810277,5600,36 months,Nurse,10,MORTGAGE,88000,Source Verified,Mar-18,other,219xx,MD,Individual
1810278,8300,36 months,Engineer,5,MORTGAGE,40000,Source Verified,Mar-18,debt_consolidation,291xx,SC,Individual
1810279,25000,36 months,Security Officer,10,MORTGAGE,67000,Not Verified,Mar-18,debt_consolidation,109xx,NY,Individual
1810280,30000,36 months,Supervisor,10,MORTGAGE,63000,Source Verified,Mar-18,other,968xx,HI,Individual
1810281,14475,36 months,Supervisor,5,MORTGAGE,74000,Source Verified,Mar-18,debt_consolidation,117xx,NY,Individual
1810282,4000,36 months,Carpenter,10,OWN,40000,Source Verified,Mar-18,credit_card,922xx,CA,Individual
1810285,40000,60 months,Supervisor,8,MORTGAGE,120000,Source Verified,Mar-18,home_improvement,554xx,MN,Individual
1810286,18000,60 months,Security Officer,10,MORTGAGE,93500,Source Verified,Mar-18,debt_consolidation,483xx,MI,Individual
1810287,6000,36 months,Carpenter,0,RENT,42240,Not Verified,Mar-18,debt_consolidation,334xx,FL,Individual
1810289,6000,36 months,Supervisor,10,MORTGAGE,79000,Source Verified,Mar-18,car,217xx,MD,Individual
1810290,35000,60 months,Supervisor,10,RENT,70000,Verified,Mar-18,debt_consolidation,808xx,CO,Individual
1810291,5750,36 months,Supervisor,1,RENT,1200,Verified,Mar-18,small_business,329xx,FL,Joint App
1810292,13000,36 months,Supervisor,10,MORTGAGE,54000,Source Verified,Mar-18,credit_card,379xx,TN,Individual
1810294,8500,36 months,Teacher,2,MORTGAGE,52000,Verified,Mar-18,other,300xx,GA,Individual
1810295,13000,36 months,Supervisor,2,RENT,45000,Verified,Mar-18,debt_consolidation,114xx,NY,Individual
1810297,30000,60 months,Supervisor,8,RENT,60000,Verified,Mar-18,medical,939xx,CA,Joint App
1810298,2100,36 months,Security Officer,3,RENT,34000,Not Verified,Mar-18,credit_card,894xx,NV,Individual
1810299,21000,60 months,Supervisor,10,RENT,54200,Verified,Mar-18,debt_consolidation,700xx,LA,Individual
1810300,18000,60 months,Supervisor,5,MORTGAGE,125000,Not Verified,Mar-18,home_improvement,662xx,KS,Individual
1810301,8800,36 months,Realtor,4,RENT,119000,Not Verified,Mar-18,small_business,752xx,TX,Individual
1810303,12000,36 months,Realtor,10,MORTGAGE,47644,Source Verified,Mar-18,other,580xx,ND,Individual
1810304,17000,36 months,Realtor,3,MORTGAGE,35000,Verified,Mar-18,debt_consolidation,748xx,OK,Joint App
1810305,15000,60 months,Security Officer,10,MORTGAGE,73690,Source Verified,Mar-18,other,950xx,CA,Joint App
1810306,12000,36 months,Carpenter,10,MORTGAGE,100000,Source Verified,Mar-18,credit_card,774xx,TX,Individual
1810307,12075,60 months,Supervisor,5,OWN,21000,Source Verified,Mar-18,house,330xx,FL,Individual
1810308,16000,36 months,Security Officer,6,MORTGAGE,82000,Source Verified,Mar-18,debt_consolidation,970xx,OR,Individual
1810309,40000,36 months,Chef,10,RENT,140000,Source Verified,Mar-18,credit_card,940xx,CA,Individual
1810310,25000,60 months,Supervisor,10,RENT,78000,Not Verified,Mar-18,credit_card,820xx,WY,Individual
1810311,18000,60 months,Electrician,1,OWN,25000,Verified,Mar-18,debt_consolidation,792xx,TX,Joint App
1810312,12000,36 months,Security Officer,1,MORTGAGE,45000,Source Verified,Mar-18,debt_consolidation,157xx,PA,Individual
1810187,30000,36 months,Supervisor,10,MORTGAGE,71000,Source Verified,Mar-18,debt_consolidation,531xx,WI,Individual
1810188,4400,36 months,Office Manager,1,RENT,27100,Not Verified,Mar-18,debt_consolidation,335xx,FL,Individual
1810189,12000,60 months,Supervisor,2,MORTGAGE,120000,Not Verified,Mar-18,credit_card,275xx,NC,Individual
1810190,30625,60 months,Sales Manager,2,RENT,25000,Verified,Mar-18,debt_consolidation,068xx,CT,Individual
1810191,24000,36 months,Supervisor,10,RENT,109000,Source Verified,Mar-18,home_improvement,913xx,CA,Individual
1810192,4000,36 months,Supervisor,10,RENT,112000,Source Verified,Mar-18,other,705xx,LA,Individual
1810193,17000,36 months,Police officer,3,OWN,87700,Source Verified,Mar-18,other,750xx,TX,Individual
1810194,24000,60 months,Police officer,2,MORTGAGE,95000,Verified,Mar-18,debt_consolidation,852xx,AZ,Individual
1810195,20000,60 months,Security Officer,4,MORTGAGE,45000,Verified,Mar-18,credit_card,800xx,CO,Joint App
1810196,5000,36 months,Security Officer,7,RENT,43000,Not Verified,Mar-18,credit_card,900xx,CA,Individual
1810197,5000,36 months,Security Officer,5,RENT,46592,Source Verified,Mar-18,other,349xx,FL,Individual
1810198,10000,36 months,Supervisor,0,RENT,60000,Not Verified,Mar-18,credit_card,891xx,NV,Individual
1810199,14150,60 months,Security Officer,10,RENT,118000,Source Verified,Mar-18,debt_consolidation,302xx,GA,Individual
1810200,10000,36 months,Supervisor,10,MORTGAGE,140000,Not Verified,Mar-18,debt_consolidation,945xx,CA,Individual
1810201,7000,36 months,Supervisor,1,RENT,38200,Not Verified,Mar-18,debt_consolidation,284xx,NC,Individual
1810202,8000,36 months,Supervisor,8,MORTGAGE,145000,Not Verified,Mar-18,credit_card,335xx,FL,Individual
1810203,4000,36 months,Bartender,10,MORTGAGE,72000,Not Verified,Mar-18,major_purchase,480xx,MI,Individual
1810204,40000,36 months,Carpenter,10,MORTGAGE,250000,Source Verified,Mar-18,debt_consolidation,544xx,WI,Individual
1810205,28100,36 months,Engineer,0,RENT,72000,Not Verified,Mar-18,debt_consolidation,926xx,CA,Individual
1810206,35000,60 months,Supervisor,8,OWN,102000,Verified,Mar-18,debt_consolidation,914xx,CA,Individual
1810207,20000,36 months,Accountant,2,RENT,82600,Source Verified,Mar-18,debt_consolidation,900xx,CA,Individual
1810208,10000,60 months,Security Officer,4,RENT,27400,Not Verified,Mar-18,debt_consolidation,802xx,CO,Individual
1810209,11000,36 months,Supervisor,1,RENT,60000,Not Verified,Mar-18,debt_consolidation,950xx,CA,Individual
1810210,16000,60 months,IT Manager,10,MORTGAGE,130000,Not Verified,Mar-18,home_improvement,379xx,TN,Individual
1810211,12000,60 months,Nurse,7,MORTGAGE,89000,Not Verified,Mar-18,medical,207xx,MD,Individual
1810212,6000,36 months,Supervisor,2,RENT,31000,Not Verified,Mar-18,home_improvement,751xx,TX,Joint App
1810213,3200,36 months,Realtor,1,RENT,30000,Source Verified,Mar-18,other,326xx,FL,Individual
1810214,4800,36 months,Supervisor,10,RENT,56000,Not Verified,Mar-18,credit_card,112xx,NY,Individual
1810215,17600,36 months,Bartender,0,OWN,75000,Source Verified,Mar-18,debt_consolidation,140xx,NY,Individual
1810216,16000,60 months,Carpenter,2,RENT,55000,Not Verified,Mar-18,debt_consolidation,600xx,IL,Individual
1810217,30000,60 months,Nurse,10,MORTGAGE,86000,Source Verified,Mar-18,debt_consolidation,199xx,DE,Individual
1810218,16000,36 months,Supervisor,5,RENT,66000,Not Verified,Mar-18,credit_card,928xx,CA,Individual
1810219,2500,36 months,Supervisor,2,RENT,36000,Not Verified,Mar-18,debt_consolidation,908xx,CA,Individual
1810220,32000,60 months,Supervisor,5,MORTGAGE,95000,Not Verified,Mar-18,debt_consolidation,871xx,NM,Individual
1810221,36000,36 months,Mechanic,4,RENT,110000,Source Verified,Mar-18,debt_consolidation,940xx,CA,Individual
1810222,25000,60 months,Supervisor,10,MORTGAGE,102000,Source Verified,Mar-18,other,852xx,AZ,Individual
1810223,10000,36 months,Truck Driver,3,RENT,67000,Not Verified,Mar-18,debt_consolidation,937xx,CA,Individual
1810224,4800,36 months,Engineer,5,RENT,65000,Not Verified,Mar-18,major_purchase,346xx,FL,Individual
1810225,4000,36 months,Supervisor,10,OWN,45000,Source Verified,Mar-18,other,295xx,SC,Individual
1810226,9500,36 months,Supervisor,10,RENT,64709,Source Verified,Mar-18,debt_consolidation,217xx,MD,Individual
1810227,35000,36 months,Attorney,4,MORTGAGE,134315,Verified,Mar-18,debt_consolidation,302xx,GA,Individual
1810228,20000,60 months,Supervisor,3,RENT,116000,Not Verified,Mar-18,debt_consolidation,281xx,NC,Individual
1810229,7500,36 months,Supervisor,10,OWN,300000,Verified,Mar-18,other,805xx,CO,Joint App
1810230,18000,36 months,Office Manager,8,OWN,85000,Source Verified,Mar-18,debt_consolidation,615xx,IL,Individual
1810231,19000,36 months,Security Officer,10,MORTGAGE,120000,Source Verified,Mar-18,debt_consolidation,604xx,IL,Individual
1810232,36250,36 months,Electrician,7,MORTGAGE,45000,Source Verified,Mar-18,debt_consolidation,068xx,CT,Joint App
1810233,15000,60 months,Supervisor,0,RENT,35000,Source Verified,Mar-18,debt_consolidation,844xx,UT,Individual
1810234,20000,60 months,Supervisor,5,MORTGAGE,82000,Verified,Mar-18,debt_consolidation,138xx,NY,Joint App
1810235,35500,60 months,Engineer,2,RENT,111000,Verified,Mar-18,debt_consolidation,220xx,VA,Individual
1810236,30000,60 months,Supervisor,2,MORTGAGE,65000,Verified,Mar-18,debt_consolidation,194xx,PA,Individual
1810237,6000,36 months,Supervisor,1,MORTGAGE,85000,Verified,Mar-18,debt_consolidation,853xx,AZ,Individual
1810238,5000,36 months,Chef,10,RENT,372000,Source Verified,Mar-18,credit_card,720xx,AR,Individual
1810239,3000,36 months,Clerk,4,RENT,47000,Source Verified,Mar-18,medical,531xx,WI,Individual
1810240,10000,36 months,Security Officer,5,MORTGAGE,67000,Source Verified,Mar-18,debt_consolidation,322xx,FL,Individual
1810241,10000,36 months,Supervisor,9,MORTGAGE,70000,Verified,Mar-18,credit_card,254xx,WV,Individual
1810242,3000,36 months,Supervisor,0,RENT,35000,Source Verified,Mar-18,other,296xx,SC,Individual
1810243,10000,36 months,Realtor,0,RENT,55000,Not Verified,Mar-18,credit_card,483xx,MI,Individual
1810244,21000,60 months,Supervisor,7,MORTGAGE,121400,Source Verified,Mar-18,house,781xx,TX,Individual
1810245,20000,60 months,Supervisor,10,RENT,186500,Source Verified,Mar-18,credit_card,114xx,NY,Individual
1810246,28000,60 months,Chef,10,OWN,28000,Verified,Mar-18,debt_consolidation,452xx,OH,Individual
1810247,7000,36 months,Engineer,10,MORTGAGE,89000,Not Verified,Mar-18,other,066xx,CT,Individual
1810248,24000,60 months,Supervisor,0,MORTGAGE,25000,Source Verified,Mar-18,credit_card,837xx,ID,Joint App
1810001,25000,60 months,Supervisor,10,MORTGAGE,65000,Source Verified,Mar-18,debt_consolidation,361xx,AL,Individual
1810002,10000,60 months,Police officer,4,MORTGAGE,80000,Source Verified,Mar-18,home_improvement,306xx,GA,Individual
1810003,11200,60 months,Supervisor,0,RENT,44000,Not Verified,Mar-18,medical,030xx,NH,Joint App
1810004,6500,36 months,Supervisor,10,MORTGAGE,50000,Not Verified,Mar-18,debt_consolidation,970xx,OR,Individual
1810005,6000,36 months,Attorney,1,RENT,46000,Not Verified,Mar-18,credit_card,156xx,PA,Individual
1810006,3000,36 months,Supervisor,9,RENT,52000,Source Verified,Mar-18,major_purchase,988xx,WA,Individual
1810008,19200,60 months,Clerk,5,RENT,36500,Verified,Mar-18,other,958xx,CA,Joint App
1810009,15000,36 months,Supervisor,2,OWN,196000,Source Verified,Mar-18,debt_consolidation,337xx,FL,Individual
1810010,5000,36 months,Accountant,8,RENT,50000,Verified,Mar-18,other,740xx,OK,Individual
1810011,17000,60 months,Supervisor,10,RENT,52000,Source Verified,Mar-18,debt_consolidation,339xx,FL,Individual
1810012,35000,60 months,Security Officer,7,MORTGAGE,160000,Source Verified,Mar-18,home_improvement,207xx,MD,Individual
1810013,28625,60 months,Supervisor,10,RENT,150000,Not Verified,Mar-18,debt_consolidation,100xx,NY,Individual
1810014,7000,36 months,Attorney,4,RENT,41000,Verified,Mar-18,other,200xx,DC,Individual
1810015,5000,36 months,Supervisor,10,OWN,55000,Not Verified,Mar-18,other,300xx,GA,Individual
1810016,5000,36 months,Office Manager,10,MORTGAGE,82000,Not Verified,Mar-18,other,302xx,GA,Individual
1810017,5500,36 months,Supervisor,10,RENT,72672,Source Verified,Mar-18,debt_consolidation,973xx,OR,Individual
